sha,file,type,begin,end
6e7767bc32319ec79f0977111a9d88bb92c9ded9,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/HiveRelOptMaterializationValidator.java,RENAME,67,73
e103abc3f6807576663a3b4c49b3dc5f9b1c0a64,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/tools/metatool/TestHiveMetaTool.java,EXTRACT,78,86
e103abc3f6807576663a3b4c49b3dc5f9b1c0a64,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/tools/metatool/TestHiveMetaTool.java,MOVE,43,156
e103abc3f6807576663a3b4c49b3dc5f9b1c0a64,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/tools/metatool/MetaToolTaskListFSRoot.java,MOVE_RENAME,24,35
e103abc3f6807576663a3b4c49b3dc5f9b1c0a64,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/tools/metatool/TestHiveMetaTool.java,CHANGE_SIGNATURE,137,141
e103abc3f6807576663a3b4c49b3dc5f9b1c0a64,itests/hive-unit/src/test/java/org/apache/hadoop/hive/metastore/tools/metatool/TestHiveMetaTool.java,EXTRACT,88,110
e103abc3f6807576663a3b4c49b3dc5f9b1c0a64,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/tools/metatool/MetaToolTaskExecuteJDOQLQuery.java,MOVE_RENAME,26,64
1020be050a85afb095c8493013412e95b7f62294,ql/src/test/org/apache/hadoop/hive/ql/TxnCommandsBaseForTests.java,MOVE,169,169
1020be050a85afb095c8493013412e95b7f62294,ql/src/test/org/apache/hadoop/hive/ql/TxnCommandsBaseForTests.java,MOVE,170,192
1020be050a85afb095c8493013412e95b7f62294,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/TxnHandler.java,RENAME,200,245
1020be050a85afb095c8493013412e95b7f62294,ql/src/test/org/apache/hadoop/hive/ql/TxnCommandsBaseForTests.java,EXTRACT_MOVE,166,168
3f60b31e330c9ba7a0999b8122a138c84353fab2,ql/src/java/org/apache/hadoop/hive/ql/plan/ReplCopyWork.java,RENAME,98,100
3f60b31e330c9ba7a0999b8122a138c84353fab2,ql/src/java/org/apache/hadoop/hive/ql/exec/ReplCopyTask.java,EXTRACT_MOVE,301,304
3f60b31e330c9ba7a0999b8122a138c84353fab2,ql/src/java/org/apache/hadoop/hive/ql/exec/ReplCopyTask.java,EXTRACT_MOVE,301,304
3f60b31e330c9ba7a0999b8122a138c84353fab2,ql/src/java/org/apache/hadoop/hive/ql/exec/ReplCopyTask.java,EXTRACT_MOVE,301,304
3f60b31e330c9ba7a0999b8122a138c84353fab2,ql/src/java/org/apache/hadoop/hive/ql/exec/ReplCopyTask.java,CHANGE_SIGNATURE,270,299
5131046ca795ecf958e4e24f163e6014588c2222,ql/src/java/org/apache/hadoop/hive/ql/parse/ParseUtils.java,CHANGE_SIGNATURE,565,571
ef7c3963be035635ef75ee202b9826b9beb407d7,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/cache/SharedCache.java,CHANGE_SIGNATURE,1417,1428
ef7c3963be035635ef75ee202b9826b9beb407d7,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveAlterHandler.java,CHANGE_SIGNATURE,801,893
ef7c3963be035635ef75ee202b9826b9beb407d7,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/HiveAlterHandler.java,CHANGE_SIGNATURE,895,977
ef7c3963be035635ef75ee202b9826b9beb407d7,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/cache/SharedCache.java,CHANGE_SIGNATURE,213,244
ec5ce5da8079f50b8555b5178e739ec71eafa3fa,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java,EXTRACT_MOVE,2513,2523
ec5ce5da8079f50b8555b5178e739ec71eafa3fa,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java,MOVE,2501,2511
4d9df0fdf4f31adceacb67195497deddbf624103,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java,EXTRACT,384,416
c7b5454aa57edec171f7f254b6e342bb4b9cbb82,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/rules/HiveRemoveSqCountCheck.java,EXTRACT,106,133
7da8f3d36ee2b6c508ea2ab8c241df52107ac74e,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationWithTableMigration.java,MOVE,126,171
7da8f3d36ee2b6c508ea2ab8c241df52107ac74e,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationWithTableMigration.java,MOVE,173,223
a43581b6d884a7041930644fb3a580e398bc6951,ql/src/java/org/apache/hadoop/hive/ql/optimizer/correlation/ReduceSinkDeDuplicationUtils.java,INLINE,478,582
8d084d676539b6ba3b9fd46e86505cca4be95b43,ql/src/java/org/apache/hadoop/hive/ql/optimizer/correlation/ReduceSinkDeDuplicationUtils.java,EXTRACT,481,495
b91b5f956ce68043fc516d743e0c7ee1022be332,ql/src/java/org/apache/hadoop/hive/ql/parse/TypeCheckProcFactory.java,RENAME,1430,1443
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,CHANGE_SIGNATURE,118,136
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,CHANGE_SIGNATURE,103,106
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
9925eb1087fd8f09e93a444bfb79471680b80c64,hcatalog/hcatalog-pig-adapter/src/test/java/org/apache/hive/hcatalog/pig/AbstractHCatLoaderTest.java,EXTRACT_MOVE,113,116
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,133,148
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,202,222
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,308,312
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,266,274
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,167,182
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,251,264
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/metastore/SynchronizedMetaStoreClient.java,EXTRACT_MOVE,130,132
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/WarehouseInstance.java,CHANGE_SIGNATURE,118,175
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosIncrementalLoadAcidTables.java,CHANGE_SIGNATURE,213,221
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,320,445
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,185,200
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,120,131
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,150,165
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,69,101
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,103,118
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java,EXTRACT,450,455
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java,CHANGE_SIGNATURE,652,687
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,47,67
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,447,449
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,451,488
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java,CHANGE_SIGNATURE,820,846
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,314,318
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java,CHANGE_SIGNATURE,750,818
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,224,240
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,34,45
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java,CHANGE_SIGNATURE,848,885
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java,CHANGE_SIGNATURE,703,732
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosIncrementalLoadAcidTables.java,CHANGE_SIGNATURE,203,211
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,28,32
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java,CHANGE_SIGNATURE,627,650
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java,CHANGE_SIGNATURE,921,925
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenariosIncrementalLoadAcidTables.java,CHANGE_SIGNATURE,223,243
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,276,306
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/TestReplicationScenarios.java,CHANGE_SIGNATURE,148,211
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/ql/util/HiveStrictManagedMigration.java,EXTRACT,431,455
10cfba20074149bf786206f004e2260d6c3119eb,ql/src/java/org/apache/hadoop/hive/ql/lockmgr/DbTxnManager.java,EXTRACT,445,448
10cfba20074149bf786206f004e2260d6c3119eb,itests/hive-unit/src/test/java/org/apache/hadoop/hive/ql/parse/ReplicationTestUtils.java,MOVE,242,249
4f3377c6b6dced925769b957f22b68590af90509,ql/src/java/org/apache/hadoop/hive/ql/exec/spark/HashTableLoader.java,EXTRACT,173,177
fa512bbd9c3d4f12976d9b9d4e9d699b429922cf,ql/src/java/org/apache/hadoop/hive/ql/optimizer/SharedWorkOptimizer.java,EXTRACT,263,482
fa512bbd9c3d4f12976d9b9d4e9d699b429922cf,ql/src/java/org/apache/hadoop/hive/ql/optimizer/SharedWorkOptimizer.java,EXTRACT,484,651
84466610139d8c97a4d26d9a691fd115c8abe4ce,kafka-handler/src/java/org/apache/hadoop/hive/kafka/KafkaSerDe.java,CHANGE_SIGNATURE,205,224
8e30b5e029570407d8a1db67d322a95db705750e,itests/qtest-druid/src/main/java/org/apache/hive/kafka/SingleNodeKafkaCluster.java,CHANGE_SIGNATURE,53,90
c1048e2951c741a9d6342d62f7c0406ce85387b9,druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidSerDe.java,EXTRACT,435,477
270dfa3911767281c746b6eaf89d52b0f5a6abde,service/src/java/org/apache/hive/service/cli/OperationStatus.java,CHANGE_SIGNATURE,36,44
8411ea5675c3dc8488ce08a7a8245e35a20d07eb,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PersistenceManagerProvider.java,MOVE,370,381
8411ea5675c3dc8488ce08a7a8245e35a20d07eb,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PersistenceManagerProvider.java,MOVE_RENAME,227,273
8411ea5675c3dc8488ce08a7a8245e35a20d07eb,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PersistenceManagerProvider.java,MOVE,112,134
8411ea5675c3dc8488ce08a7a8245e35a20d07eb,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PersistenceManagerProvider.java,EXTRACT_MOVE,506,508
8411ea5675c3dc8488ce08a7a8245e35a20d07eb,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PersistenceManagerProvider.java,MOVE,275,368
8411ea5675c3dc8488ce08a7a8245e35a20d07eb,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PersistenceManagerProvider.java,MOVE,496,504
8411ea5675c3dc8488ce08a7a8245e35a20d07eb,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/ObjectStore.java,RENAME,257,282
8411ea5675c3dc8488ce08a7a8245e35a20d07eb,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PersistenceManagerProvider.java,MOVE,477,494
8411ea5675c3dc8488ce08a7a8245e35a20d07eb,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PersistenceManagerProvider.java,MOVE,383,392
8411ea5675c3dc8488ce08a7a8245e35a20d07eb,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/PersistenceManagerProvider.java,MOVE,417,475
a070a9dc658301b3224793d7dcaf02a4f4bc8606,hcatalog/core/src/main/java/org/apache/hive/hcatalog/mapreduce/InitializeInput.java,RENAME,90,149
de7b3a5c3c6d2dd74eb2c27c0476fc5e82807284,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/common/ZooKeeperHiveHelper.java,MOVE,181,190
de7b3a5c3c6d2dd74eb2c27c0476fc5e82807284,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/common/ZooKeeperHiveHelper.java,MOVE,148,179
de7b3a5c3c6d2dd74eb2c27c0476fc5e82807284,standalone-metastore/metastore-server/src/test/java/org/apache/hadoop/hive/metastore/MetaStoreTestUtils.java,CHANGE_SIGNATURE,176,209
de7b3a5c3c6d2dd74eb2c27c0476fc5e82807284,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/common/ZooKeeperHiveHelper.java,EXTRACT_MOVE,208,210
de7b3a5c3c6d2dd74eb2c27c0476fc5e82807284,standalone-metastore/metastore-common/src/main/java/org/apache/hadoop/hive/common/ZooKeeperHiveHelper.java,MOVE,212,214
dffa3a16588bc8e95b9d0ab5af295a74e06ef702,storage-api/src/java/org/apache/hive/common/util/Murmur3.java,EXTRACT,172,178
dffa3a16588bc8e95b9d0ab5af295a74e06ef702,storage-api/src/java/org/apache/hive/common/util/Murmur3.java,EXTRACT,180,189
7c5b99b5b560b418ed44a19c45a9b289ffb11ab6,ql/src/java/org/apache/hadoop/hive/ql/exec/vector/VectorizationContext.java,CHANGE_SIGNATURE,2314,2370
e986fc56a49ed0fb3caea0bfd165dbfeab55128a,ql/src/java/org/apache/hadoop/hive/ql/parse/TezCompiler.java,CHANGE_SIGNATURE,1507,1525
e986fc56a49ed0fb3caea0bfd165dbfeab55128a,ql/src/java/org/apache/hadoop/hive/ql/stats/StatsUtils.java,MOVE,1948,1998
e986fc56a49ed0fb3caea0bfd165dbfeab55128a,ql/src/java/org/apache/hadoop/hive/ql/parse/TezCompiler.java,CHANGE_SIGNATURE,1377,1389
e986fc56a49ed0fb3caea0bfd165dbfeab55128a,ql/src/java/org/apache/hadoop/hive/ql/parse/TezCompiler.java,CHANGE_SIGNATURE,1442,1505
e986fc56a49ed0fb3caea0bfd165dbfeab55128a,ql/src/java/org/apache/hadoop/hive/ql/stats/StatsUtils.java,MOVE,1934,1946
0fee288e0ced19c8f3849ae6279dbf7dd2d38f09,ql/src/test/org/apache/hadoop/hive/ql/TestCompileLock.java,EXTRACT,260,302
ddf3b6cd041a9eae67e70074cc1ab7c6bd413613,ql/src/java/org/apache/hadoop/hive/ql/io/AcidInputFormat.java,CHANGE_SIGNATURE,123,135
ddf3b6cd041a9eae67e70074cc1ab7c6bd413613,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java,CHANGE_SIGNATURE,819,825
ddf3b6cd041a9eae67e70074cc1ab7c6bd413613,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java,CHANGE_SIGNATURE,1292,1351
ddf3b6cd041a9eae67e70074cc1ab7c6bd413613,ql/src/test/org/apache/hadoop/hive/ql/txn/compactor/TestWorker.java,EXTRACT,743,753
ddf3b6cd041a9eae67e70074cc1ab7c6bd413613,standalone-metastore/metastore-server/src/main/java/org/apache/hadoop/hive/metastore/txn/CompactionTxnHandler.java,EXTRACT,351,377
ddf3b6cd041a9eae67e70074cc1ab7c6bd413613,ql/src/java/org/apache/hadoop/hive/ql/io/AcidUtils.java,CHANGE_SIGNATURE,826,836
c392bccdb42e03bd1f29abb6ee4d6fb93fa50d48,druid-handler/src/java/org/apache/hadoop/hive/druid/serde/DruidQueryRecordReader.java,CHANGE_SIGNATURE,83,147
5553c59e343b89e092718c961062ffb9e95ec6ac,ql/src/java/org/apache/hadoop/hive/ql/optimizer/calcite/stats/HiveRelMdRowCount.java,CHANGE_SIGNATURE,607,613
c737dbd8f1db679e20c04b2e58808ce3dbbd0710,itests/util/src/main/java/org/apache/hadoop/hive/ql/QTestUtil.java,EXTRACT,538,540
c737dbd8f1db679e20c04b2e58808ce3dbbd0710,itests/util/src/main/java/org/apache/hadoop/hive/ql/QOutProcessor.java,CHANGE_SIGNATURE,192,260
c737dbd8f1db679e20c04b2e58808ce3dbbd0710,itests/util/src/main/java/org/apache/hadoop/hive/cli/control/AbstractCliConfig.java,EXTRACT,255,257
c737dbd8f1db679e20c04b2e58808ce3dbbd0710,itests/util/src/main/java/org/apache/hadoop/hive/ql/QOutProcessor.java,CHANGE_SIGNATURE,154,190
c737dbd8f1db679e20c04b2e58808ce3dbbd0710,itests/util/src/main/java/org/apache/hadoop/hive/ql/QOutProcessor.java,EXTRACT_MOVE,313,323
99d25f02421a84bf0f96660f9248fd6518dc7c8a,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java,CHANGE_SIGNATURE,334,342
99d25f02421a84bf0f96660f9248fd6518dc7c8a,ql/src/java/org/apache/hadoop/hive/ql/metadata/Hive.java,CHANGE_SIGNATURE,441,458
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusServiceDriver.java,EXTRACT,117,126
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/ExitCode.java,MOVE,21,44
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/AmInfo.java,MOVE,24,93
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusServiceDriver.java,MOVE,63,775
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusServiceDriver.java,CHANGE_SIGNATURE,651,678
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusServiceCommandLine.java,MOVE_RENAME,38,302
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/test/org/apache/hadoop/hive/llap/cli/status/TestLlapStatusServiceCommandLine.java,MOVE_RENAME,29,91
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusCliException.java,CHANGE_SIGNATURE,32,35
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusCliException.java,CHANGE_SIGNATURE,27,30
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/AppStatusBuilder.java,MOVE,30,231
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusCliException.java,MOVE,21,40
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusServiceDriver.java,MOVE,255,289
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapInstance.java,MOVE,24,134
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusServiceDriver.java,CHANGE_SIGNATURE,164,253
af401702847391ab41fcf2ef8216a94a1b7bfc76,llap-server/src/java/org/apache/hadoop/hive/llap/cli/status/LlapStatusServiceCommandLine.java,MOVE,237,248
dca389b067a36f0a3bf28743fceacdc144c34bcb,druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidQueryBasedInputFormat.java,CHANGE_SIGNATURE,212,247
dca389b067a36f0a3bf28743fceacdc144c34bcb,druid-handler/src/java/org/apache/hadoop/hive/druid/DruidKafkaUtils.java,MOVE,163,166
dca389b067a36f0a3bf28743fceacdc144c34bcb,druid-handler/src/java/org/apache/hadoop/hive/druid/io/DruidQueryBasedInputFormat.java,CHANGE_SIGNATURE,173,207
dca389b067a36f0a3bf28743fceacdc144c34bcb,druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandlerUtils.java,CHANGE_SIGNATURE,826,891
dca389b067a36f0a3bf28743fceacdc144c34bcb,druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandlerUtils.java,MOVE,645,657
dca389b067a36f0a3bf28743fceacdc144c34bcb,druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandlerUtils.java,MOVE,623,629
dca389b067a36f0a3bf28743fceacdc144c34bcb,druid-handler/src/java/org/apache/hadoop/hive/druid/DruidKafkaUtils.java,MOVE,133,161
dca389b067a36f0a3bf28743fceacdc144c34bcb,druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandlerUtils.java,MOVE,631,643
dca389b067a36f0a3bf28743fceacdc144c34bcb,druid-handler/src/java/org/apache/hadoop/hive/druid/DruidStorageHandlerUtils.java,MOVE,659,671
dca389b067a36f0a3bf28743fceacdc144c34bcb,druid-handler/src/java/org/apache/hadoop/hive/druid/DruidKafkaUtils.java,MOVE,119,131
